sampleID	f_Atopobiaceae	g_Enterorhabdus	g_Bacteroides	g_Odoribacter	g_Muribaculum	f_Muribaculaceae;g_mouse gut metagenome	f_Muribaculaceae;g_uncultured Bacteroidales bacterium	f_Muribaculaceae;g_uncultured bacterium	f_Muribaculaceae	g_Alloprevotella	g_Prevotellaceae UCG-001	g_Alistipes	g_Rikenellaceae RC9 gut group	g_Parabacteroides	o_Gastranaerophilales;f_uncultured bacterium;g_uncultured bacterium	o_Gastranaerophilales	g_Mucispirillum	g_Enterococcus	g_Lactobacillus	g_Streptococcus	g_Christensenellaceae R-7 group	f_Christensenellaceaeg_uncultured	f_Clostridiales vadinBB60 group;g_uncultured Clostridia bacterium	f_Clostridiales vadinBB60 group;g_uncultured bacterium	f_Clostridiales vadinBB60 group	g_Defluviitaleaceae UCG-011	g_Anaerofustis	g_Anaerovorax	g_Family XIII AD3011 group	g_Family XIII UCG-001	g_[Eubacterium] brachy group	g_[Eubacterium] nodatum group	f_Lachnospiraceae;g_A2	f_Lachnospiraceae;g_ASF356	g_Acetatifactor	g_Blautia	f_Lachnospiraceae;g_GCA-900066575	g_Lachnoclostridium	g_Lachnospiraceae FCS020 group	g_Lachnospiraceae NK4A136 group	g_Lachnospiraceae UCG-001	g_Lachnospiraceae UCG-006	g_Lachnospiraceae UCG-010	g_Marvinbryantia	g_Roseburia	g_Tyzzerella	g_Tyzzerella 3	g_[Eubacterium] xylanophilum group	f_Lachnospiraceae;g_uncultured	f_Lachnospiraceae	g_Peptococcus	f_Peptococcaceae;g_uncultured	g_Anaerotruncus	g_Angelakisella	g_Butyricicoccus	g_Candidatus Soleaferrea	f_Ruminococcaceae;g_GCA-900066225	g_Harryflintia	g_Intestinimonas	g_Negativibacillus	g_Oscillibacter	g_Ruminiclostridium	g_Ruminiclostridium 5	g_Ruminiclostridium 6	g_Ruminiclostridium 9	g_Ruminococcaceae NK4A214 group	g_Ruminococcaceae UCG-003	g_Ruminococcaceae UCG-004	g_Ruminococcaceae UCG-005	g_Ruminococcaceae UCG-009	g_Ruminococcaceae UCG-010	g_Ruminococcaceae UCG-013	g_Ruminococcaceae UCG-014	g_Ruminococcus 1	f_Ruminococcaceae;g_UBA1819	g_[Eubacterium] coprostanoligenes group	f_Ruminococcaceae;g_uncultured	f_Ruminococcaceae	g_Candidatus Stoquefichus	g_Erysipelatoclostridium	g_Faecalibaculum	g_Turicibacter	f_Erysipelotrichaceae;g_uncultured	f_Erysipelotrichaceae;g_uncultured bacterium	f_Erysipelotrichaceae	g_Candidatus Saccharimonas	g_Azospirillum sp. 47_25	o_Rhodospirillales;f_uncultured;g_unidentified rumen bacterium RF32	g_Bilophila	g_Desulfovibrio	f_Desulfovibrionaceae;g_uncultured	g_Parasutterella	g_Escherichia-Shigella	g_Anaeroplasma	o_Mollicutes RF39;f_metagenome;g_metagenome	o_Mollicutes RF39;f_uncultured Firmicutes bacterium;g_uncultured Firmicutes bacterium	o_Mollicutes RF39;f_uncultured Lachnospiraceae bacterium;g_uncultured Lachnospiraceae bacterium	o_Mollicutes RF39;f_uncultured bacterium;g_uncultured bacterium	o_Mollicutes RF39;f_unidentified;g_unidentified	o_Mollicutes RF39	g_Akkermansia
495-120min	0	8	99	36	20	12	44	219	98	18	124	81	27	2	29	4	0	0	431	0	0	0	0	9	0	3	0	0	1	0	0	2	1	0	0	5	5	0	0	53	26	5	0	20	1	0	1	0	1	96	0	1	2	0	12	0	0	0	0	0	0	9	4	0	0	0	0	0	0	2	0	0	46	36	2	8	2	19	3	0	0	0	9	0	0	2	6	0	0	2	7	8	0	5	0	0	0	1	0	3	0
495-180min	0	9	54	75	24	9	35	154	88	9	72	115	10	0	16	6	3	0	183	0	0	0	0	17	0	0	0	0	0	0	0	0	4	1	0	11	4	0	0	183	27	0	0	24	3	0	4	0	3	221	0	4	8	0	39	0	0	1	1	0	0	33	12	4	0	0	8	3	4	2	0	2	38	54	2	3	3	41	0	0	0	0	6	0	0	2	0	0	0	3	20	5	0	7	0	0	0	1	0	0	0
495-30min	0	13	44	38	41	17	72	222	91	7	60	39	9	0	5	3	6	0	186	0	0	0	0	12	0	7	0	0	0	3	0	0	5	0	0	12	10	0	0	152	18	0	0	26	8	0	0	0	10	228	0	6	24	0	27	0	0	0	0	0	4	15	26	5	14	0	7	5	0	0	0	2	78	15	2	5	0	35	4	0	0	0	12	0	0	2	0	0	0	6	10	8	0	14	0	0	0	0	0	0	0
495-60min	0	2	68	38	35	18	56	233	95	12	94	80	7	0	9	5	4	0	203	0	0	0	0	14	0	3	0	0	0	0	0	6	2	4	3	11	1	0	0	137	37	1	0	18	5	0	1	0	5	183	0	2	9	0	28	0	0	0	3	0	4	37	6	1	3	0	10	0	3	6	0	1	56	30	2	2	0	27	1	0	0	0	13	0	0	2	0	0	0	2	9	12	0	8	0	0	0	0	2	1	0
496-30min	0	17	62	47	20	0	40	93	76	1	0	151	29	0	0	0	0	0	124	4	0	0	0	3	0	0	0	0	0	0	0	0	10	4	7	8	11	42	0	207	0	8	0	6	38	0	0	32	26	282	0	3	4	0	11	0	0	0	0	0	5	43	16	32	9	1	0	6	0	3	0	1	35	8	9	3	0	23	0	0	0	0	0	5	0	4	0	0	0	15	43	3	0	28	0	0	0	9	0	0	3
496-60min	0	7	24	24	5	0	13	24	30	0	0	117	8	0	0	3	0	0	80	0	0	0	0	10	0	0	0	1	0	0	1	0	10	5	5	12	27	38	0	225	0	10	0	4	50	5	3	30	25	479	0	5	13	6	16	1	0	0	3	0	16	48	25	39	16	3	0	8	0	1	0	1	43	0	7	2	4	30	2	0	0	0	2	1	0	6	0	0	3	12	58	0	0	20	0	0	0	2	0	2	0
497-120min	0	9	108	26	6	0	74	171	117	14	28	207	13	0	0	0	0	0	263	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	84	0	8	0	49	7	0	2	7	12	95	0	2	4	0	5	0	0	0	0	0	0	24	10	0	4	4	9	2	0	0	0	10	124	68	2	5	0	16	0	0	13	0	6	0	0	0	4	0	0	0	21	4	0	10	0	0	0	13	0	0	0
497-180min	3	0	89	32	7	0	59	184	102	19	22	185	15	0	0	1	0	0	194	0	0	0	0	4	0	3	0	0	0	0	0	3	0	12	1	0	6	0	0	144	11	5	0	17	12	2	3	10	23	101	0	7	4	0	26	0	0	0	3	0	10	34	13	0	0	0	0	0	0	2	0	2	138	57	0	4	0	18	0	0	8	0	3	0	0	0	3	0	2	9	26	2	0	15	0	0	0	15	0	0	0
497-30min	0	9	105	16	7	0	98	253	195	20	26	109	5	0	0	4	0	0	133	0	0	0	0	3	0	0	0	0	1	0	2	2	3	4	0	0	3	4	0	86	3	7	0	41	10	0	0	5	4	109	0	1	10	2	25	0	0	0	0	0	6	8	7	0	8	3	0	6	0	0	0	6	156	37	0	6	3	21	3	0	24	0	9	0	0	0	3	0	0	2	10	9	0	17	0	0	0	21	0	0	0
497-60min	0	11	64	28	11	0	55	223	130	20	22	192	6	0	0	0	0	0	181	0	0	0	0	7	0	1	0	0	1	0	0	0	1	4	0	0	7	0	0	141	5	12	0	33	8	2	3	13	14	109	0	2	4	0	17	0	0	0	0	0	5	9	9	0	0	0	0	5	3	4	0	11	119	56	0	6	0	23	1	0	7	0	10	0	0	4	0	0	3	1	24	6	0	19	0	0	0	18	0	0	0
499-30min	5	10	46	28	12	2	181	206	149	15	10	98	16	0	0	0	1	0	336	3	0	0	0	5	0	0	0	0	2	0	0	0	9	0	0	0	0	13	0	45	0	6	0	0	6	2	1	0	11	160	0	2	0	0	2	0	0	0	0	0	15	35	0	4	4	0	10	4	0	2	1	8	47	73	2	0	0	24	3	0	4	0	10	0	0	6	0	0	1	3	3	9	0	18	0	0	0	0	0	2	0
499-60min	0	14	24	37	0	3	85	103	89	9	7	87	9	0	0	0	0	0	472	3	0	0	0	11	0	2	0	0	0	0	0	0	21	0	0	8	0	40	0	66	0	8	0	0	5	0	2	6	0	224	0	7	3	0	7	0	0	0	0	0	15	24	0	6	10	0	0	6	0	5	0	12	66	73	3	0	0	31	2	0	0	0	7	0	0	5	0	0	0	8	7	2	0	34	2	0	0	0	0	0	0
500-120min	2	5	58	32	17	16	38	242	170	5	67	120	30	0	5	4	2	0	333	3	0	0	0	4	0	2	0	0	1	0	0	0	4	20	0	0	0	4	0	63	10	8	0	32	10	0	1	0	0	152	0	0	9	0	8	0	0	0	0	0	5	2	3	2	7	0	0	0	0	0	0	2	46	58	6	6	0	16	6	0	3	0	3	0	0	2	0	0	1	0	4	7	0	11	0	0	1	0	0	2	0
500-30min	0	5	64	24	13	16	58	190	200	2	39	60	11	2	2	8	0	0	210	0	0	0	0	6	0	1	0	0	0	2	0	2	6	54	0	0	5	6	0	72	37	10	0	24	13	0	0	0	7	185	0	4	30	4	21	0	0	0	0	0	12	39	17	7	17	0	0	5	3	3	0	4	44	8	11	3	0	33	9	0	2	0	8	3	2	3	0	0	0	12	7	10	0	10	0	0	3	2	0	0	0
500-60min	1	9	83	13	19	16	44	258	236	0	78	112	12	0	6	2	0	0	340	2	0	0	0	4	0	0	0	0	0	0	0	0	0	20	0	0	6	0	0	60	8	5	0	27	0	0	0	0	12	88	0	3	8	4	4	0	0	0	0	0	0	11	4	7	5	0	0	0	0	0	0	2	63	38	0	8	0	7	11	0	0	0	5	0	0	0	0	0	0	0	4	3	0	16	0	0	2	4	0	0	0
501-30min	6	12	134	39	37	0	111	136	101	0	3	44	23	1	0	2	2	0	117	5	0	0	0	10	1	0	0	0	0	0	2	0	24	3	0	3	26	30	0	112	0	3	0	26	23	6	0	12	18	286	4	4	11	5	0	0	4	0	0	1	3	47	8	11	5	1	13	4	0	6	0	2	24	68	2	0	9	28	2	0	2	0	3	0	0	1	0	0	0	11	7	3	0	22	0	0	0	1	0	0	0
501-60min	7	14	91	35	18	0	80	82	57	0	2	27	10	0	1	7	0	0	64	2	0	0	0	11	0	0	0	0	0	0	0	3	32	6	0	5	31	45	0	220	0	9	0	18	36	0	0	16	33	356	3	8	10	7	4	0	0	0	0	0	0	55	9	9	0	0	23	0	0	6	0	7	11	89	7	0	7	34	0	0	0	0	0	0	0	4	0	0	0	18	13	7	0	15	0	0	0	6	0	0	0
502-120min	5	5	73	25	21	4	66	259	257	28	41	146	11	0	12	0	0	0	295	3	6	0	0	3	0	3	0	0	0	0	0	0	0	8	3	0	0	0	0	18	0	0	0	42	11	0	0	1	0	57	0	3	0	0	3	0	0	0	0	0	0	3	11	0	0	1	0	0	0	0	0	0	73	96	0	8	0	10	11	0	4	0	0	0	0	0	0	0	0	1	3	23	0	15	0	0	0	2	0	0	0
502-30min	0	6	48	16	18	3	65	217	269	6	42	58	5	0	3	0	0	0	191	0	0	0	0	4	0	2	0	0	1	0	0	7	0	10	6	0	8	0	0	150	11	10	0	22	68	1	0	7	17	115	0	4	2	0	31	0	0	0	3	0	0	30	12	1	11	0	6	0	0	3	0	0	59	38	6	11	0	17	0	0	0	0	0	2	0	0	0	0	0	7	15	12	0	10	0	0	0	4	0	0	0
502-60min	1	17	65	21	24	0	70	241	301	19	40	116	18	0	7	1	0	0	275	2	0	0	0	2	0	5	0	0	2	0	0	8	0	5	0	0	0	0	0	32	4	0	0	38	22	0	0	0	0	29	0	2	0	3	9	0	0	0	0	0	0	0	2	0	4	0	0	0	2	0	0	0	70	92	2	19	0	16	12	0	3	0	6	0	2	0	0	0	0	7	7	24	0	15	0	0	0	8	0	0	0
503-30min	0	13	38	40	6	4	183	183	154	0	7	49	15	0	0	2	3	0	236	1	0	0	0	6	0	0	0	2	0	0	3	0	27	12	5	0	10	51	3	67	0	9	0	0	10	0	6	2	7	236	0	2	4	0	5	0	0	0	0	0	14	44	9	2	12	0	15	4	0	0	0	3	30	40	2	10	0	45	2	0	0	0	0	0	0	0	0	0	0	6	3	3	0	25	0	0	0	0	0	0	0
503-60min	0	0	20	52	0	0	86	80	80	0	8	51	2	0	0	3	0	0	220	2	0	0	0	19	0	0	0	0	2	0	0	0	20	9	6	0	18	61	0	148	0	17	0	0	24	3	12	5	27	391	0	3	2	0	7	0	0	0	0	0	5	62	14	7	27	4	10	0	0	0	0	0	42	41	0	4	0	39	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	26	0	2	0	0	1	0	0
506-120min	4	19	31	36	7	3	72	286	88	0	23	169	9	3	2	2	0	0	462	1	0	0	0	12	0	0	0	0	0	0	0	0	10	5	3	3	0	0	0	87	0	4	0	8	3	0	7	0	5	125	0	0	0	0	4	0	0	0	7	0	0	16	5	0	0	0	0	3	0	3	0	0	66	31	1	1	0	12	0	0	0	0	3	0	0	3	0	0	0	7	0	4	0	14	0	0	0	0	0	1	0
506-30min	4	7	8	27	6	5	176	246	160	0	11	58	4	0	0	0	0	0	152	2	0	0	0	11	0	0	0	3	0	0	4	2	31	11	9	9	15	19	0	176	0	0	0	4	8	0	6	0	11	193	0	2	5	0	14	0	0	0	8	0	7	60	19	1	10	0	0	0	0	3	0	0	80	12	4	0	0	24	0	0	0	0	3	0	0	0	0	0	0	19	3	9	0	9	0	0	0	0	0	0	0
506-60min	3	8	22	43	0	6	81	266	140	0	21	185	6	2	0	0	0	0	443	3	0	0	0	18	0	0	0	0	0	0	0	3	7	7	4	1	3	0	0	64	0	0	0	5	0	0	10	0	6	109	0	3	1	0	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	3	78	45	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	2	0	7	0	24	0	0	0	2	0	0	0
507-120min	0	3	134	11	0	6	65	232	82	0	82	205	34	0	4	2	0	0	348	6	1	0	0	4	0	0	0	0	2	0	0	2	6	0	0	11	6	0	0	70	0	0	2	11	33	0	1	0	7	119	0	4	4	0	7	0	0	0	0	0	7	23	12	5	3	3	0	0	0	3	0	7	10	41	6	0	4	7	2	0	1	0	9	0	0	0	0	0	0	1	12	3	0	7	0	0	0	0	0	0	0
507-30min	0	11	210	8	8	4	126	201	136	0	117	113	33	4	0	2	0	0	316	1	2	0	0	7	0	2	0	0	0	0	0	4	3	4	0	7	2	0	0	62	0	0	0	14	11	0	0	0	2	92	0	1	0	0	4	0	0	0	0	0	3	21	15	1	0	0	0	1	0	3	0	10	19	30	1	0	6	4	10	0	3	0	10	0	0	0	0	0	0	0	4	6	0	16	0	0	0	0	0	0	0
507-60min	0	3	128	13	0	7	94	223	82	0	97	196	16	0	1	0	0	0	359	3	0	0	0	5	0	1	0	0	5	0	0	2	5	7	0	5	0	0	0	54	0	0	0	17	21	0	5	2	5	132	0	1	0	1	7	0	0	0	0	0	10	17	6	3	0	0	0	0	0	1	0	10	30	26	5	2	11	17	0	0	0	0	14	0	0	0	0	0	0	2	9	0	0	9	0	1	0	0	0	0	0
508-120min	0	3	44	38	2	0	50	81	64	3	17	238	11	0	0	3	0	0	144	0	0	0	0	28	1	0	0	1	0	1	0	0	19	3	0	32	18	22	0	159	0	6	0	6	28	1	3	2	19	293	0	3	3	8	12	0	0	0	1	0	23	52	9	4	20	0	0	7	0	1	0	5	35	90	2	0	4	29	0	0	0	0	0	0	0	0	1	0	1	3	7	1	0	9	0	0	0	0	0	0	0
508-30min	4	14	87	40	15	0	112	224	168	20	20	168	19	0	0	3	0	0	143	1	0	0	0	8	0	0	0	0	3	0	0	3	23	0	0	19	9	24	0	98	0	9	0	8	16	3	0	0	8	142	0	2	1	2	7	0	0	0	0	0	12	26	1	0	6	0	0	0	0	1	0	6	45	81	1	0	0	20	0	0	10	0	4	0	0	2	7	0	0	0	4	7	0	11	0	0	0	0	0	3	0
508-60min	0	13	26	37	5	0	25	59	51	8	8	191	4	0	0	0	0	0	161	0	2	0	0	9	3	0	0	0	2	0	0	0	39	0	0	26	13	36	0	211	0	11	0	6	46	2	0	3	19	373	0	7	2	0	8	0	0	0	0	0	15	45	2	6	15	0	0	7	0	3	0	8	56	44	0	0	0	36	0	0	0	0	0	0	0	4	0	0	0	4	4	1	0	12	0	0	0	2	0	0	0
509-120min	0	7	33	61	9	0	37	147	126	0	33	179	0	0	9	0	0	0	144	0	0	0	0	19	0	0	0	0	0	2	0	0	22	4	3	12	18	11	0	127	0	5	0	32	24	0	13	0	6	275	3	2	4	1	9	0	0	0	0	0	24	41	4	0	13	0	0	3	0	0	0	3	59	26	0	0	0	54	0	0	0	0	0	1	0	3	0	0	0	3	21	7	0	25	0	0	0	0	0	6	0
509-30min	0	5	61	38	22	0	77	297	226	0	43	146	7	0	29	0	0	0	197	2	0	0	0	7	0	0	0	0	0	0	0	3	4	4	0	3	0	0	0	72	0	6	0	16	16	0	2	1	12	123	0	0	0	2	5	0	0	0	0	0	6	18	0	0	12	1	0	0	0	2	0	3	65	54	0	4	0	21	0	0	0	0	2	0	0	4	5	0	0	2	9	12	0	18	0	0	0	6	0	0	0
509-60min	0	11	32	37	8	0	13	109	86	0	19	163	0	0	2	0	0	0	168	1	0	0	0	13	0	0	0	2	3	0	3	4	25	3	0	12	25	11	0	191	0	10	0	28	33	0	11	0	15	296	0	3	6	4	12	0	0	0	0	0	14	34	8	0	13	0	0	2	0	2	0	5	108	27	1	3	0	44	0	0	0	0	0	2	0	3	0	0	1	5	14	5	0	14	0	0	0	3	2	1	0
510-120min	4	0	118	43	7	0	119	102	109	0	20	151	12	0	0	5	0	0	249	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	14	7	22	0	132	0	0	0	3	33	0	3	7	7	166	0	6	5	0	12	0	0	0	0	0	27	42	17	0	18	0	0	0	0	0	0	5	44	36	11	0	3	42	0	0	0	0	1	0	0	12	0	0	0	5	4	5	0	28	0	0	0	0	0	0	0
510-30min	5	9	122	61	13	0	140	116	131	0	13	87	30	0	0	4	1	0	256	3	0	0	0	11	0	0	0	0	0	0	0	0	2	0	2	8	15	0	0	90	0	4	0	14	13	0	2	7	5	192	1	5	4	0	8	0	0	0	0	0	16	41	7	0	11	0	0	3	3	2	1	0	53	51	5	0	0	36	1	0	1	0	2	0	0	11	0	0	0	8	5	5	0	32	0	0	0	0	0	2	0
510-60min	0	11	100	36	9	0	104	91	117	0	6	132	12	1	0	5	2	0	126	1	0	0	0	17	0	0	0	3	0	0	0	0	5	1	0	15	14	38	0	151	0	11	0	12	32	1	2	10	14	247	0	3	2	0	21	0	0	0	7	0	13	38	23	0	10	0	4	0	0	1	0	9	49	44	7	0	0	36	0	0	0	0	0	0	0	14	0	0	1	18	9	8	0	21	0	0	0	0	0	6	0
515-120min	0	13	92	4	4	12	51	230	167	101	82	87	43	2	41	0	0	0	346	0	2	0	0	5	0	2	0	0	1	0	0	0	6	5	0	0	0	14	0	61	14	0	0	2	2	0	0	0	0	20	0	2	11	0	1	0	0	0	0	0	0	8	5	0	3	1	0	0	0	2	0	5	109	23	0	6	0	7	6	2	8	0	2	0	0	0	0	0	0	0	3	34	0	9	0	0	0	12	0	2	0
515-30min	1	10	67	5	5	14	77	190	155	60	76	58	16	0	9	3	0	0	118	0	0	0	0	2	0	0	0	1	1	0	0	0	26	26	0	0	0	21	0	75	106	4	0	2	5	0	4	0	0	84	0	1	30	0	39	0	0	0	6	0	12	31	22	0	13	0	6	0	3	0	0	3	165	19	1	6	7	12	4	2	3	0	0	0	0	0	1	0	0	6	8	20	0	21	0	0	0	8	0	0	0
515-60min	2	9	61	4	1	15	51	187	154	83	88	93	32	1	49	1	0	0	444	1	2	0	0	2	0	3	0	0	7	0	0	0	16	0	0	0	1	10	0	49	13	3	0	2	1	0	0	0	0	10	0	0	6	0	6	0	0	0	0	0	5	6	7	0	2	0	0	0	0	0	0	5	134	28	0	6	2	2	15	0	10	0	3	0	0	0	1	0	0	0	2	23	0	6	0	0	0	6	0	0	0
517-120min	0	3	39	19	6	14	15	204	61	4	88	128	62	3	8	6	0	0	166	0	1	0	0	14	0	0	0	0	2	0	0	3	38	16	0	0	5	0	0	102	32	6	3	33	13	0	0	23	21	117	0	3	7	0	4	0	0	0	0	0	16	29	28	0	7	0	0	0	6	16	0	0	146	62	0	2	0	21	4	0	0	3	4	0	0	0	0	0	0	6	12	13	0	13	0	0	2	11	0	0	0
517-30min	0	3	85	26	11	23	59	278	117	14	121	81	40	2	7	0	0	0	225	0	3	0	0	7	0	3	0	3	0	0	0	3	14	0	0	0	9	0	1	49	11	3	0	10	0	0	0	3	9	31	0	0	3	0	4	0	0	0	0	0	10	15	17	0	0	0	0	0	1	4	0	1	225	81	0	2	3	2	9	0	4	3	2	0	0	0	0	0	0	0	2	12	0	12	0	0	0	7	0	0	0
517-60min	0	3	39	31	19	21	20	263	65	13	77	144	53	9	1	0	0	0	186	0	0	2	0	10	0	0	0	0	3	0	0	7	10	16	0	0	3	7	0	115	7	5	0	7	7	0	0	13	15	90	0	2	6	0	0	0	0	0	0	0	2	7	29	0	9	2	0	0	3	8	0	3	212	67	0	0	0	8	5	0	0	8	4	0	0	3	0	0	0	0	7	7	0	9	0	1	0	7	0	0	0
518-30min	0	0	74	14	5	2	52	219	161	2	65	90	15	0	16	1	0	0	118	0	0	0	0	12	0	3	1	0	0	0	0	0	48	0	0	0	8	0	0	152	26	11	0	8	14	0	10	0	10	146	0	0	28	0	48	0	0	0	0	0	20	26	20	0	0	0	5	0	0	0	0	0	126	20	2	4	6	24	0	0	6	0	0	0	0	2	0	0	2	7	4	6	0	24	0	0	0	7	0	0	0
518-60min	3	11	46	13	2	3	38	176	117	2	43	149	20	0	60	0	0	0	469	4	0	0	0	7	0	6	0	0	0	0	0	1	9	0	1	0	3	0	0	80	6	4	0	24	2	0	6	1	0	59	0	1	9	0	14	0	0	0	0	0	0	5	9	0	0	3	0	0	0	2	0	0	175	31	0	7	2	11	0	0	10	2	3	0	0	1	0	0	0	0	6	7	0	4	0	0	0	3	0	0	0
519-30min	0	17	17	33	7	0	100	96	83	0	5	40	13	0	0	0	0	0	287	2	0	0	0	13	0	0	0	1	0	0	0	0	6	3	3	31	17	0	0	204	19	11	0	0	15	0	1	9	3	351	0	1	4	0	14	0	0	0	0	0	13	54	13	0	15	2	0	6	0	4	0	3	26	30	7	0	0	47	0	0	0	0	0	0	0	2	0	0	1	0	18	0	0	23	0	0	0	0	0	0	0
519-60min	0	9	6	13	0	0	28	42	39	0	1	56	7	0	0	0	0	0	246	0	0	0	0	11	0	0	0	0	3	0	1	2	9	5	3	38	24	16	0	252	26	17	0	2	21	0	6	27	19	457	0	2	5	0	20	0	0	0	0	0	22	37	10	1	12	0	7	4	2	0	2	4	23	24	11	0	0	53	4	0	0	0	0	0	0	0	0	0	1	0	23	0	0	16	0	0	0	0	0	1	0
521-30min	0	3	70	20	13	0	85	153	151	2	46	51	11	1	3	4	0	0	178	0	0	0	0	3	0	2	0	0	0	0	0	3	14	2	0	0	13	4	0	108	41	10	0	25	47	2	6	0	6	186	0	2	16	0	34	0	0	0	4	0	13	34	21	10	4	2	7	3	7	2	1	5	106	5	11	0	3	23	0	0	2	37	2	0	0	0	0	0	0	8	8	2	0	30	0	0	0	4	0	1	0
521-60min	0	5	54	9	9	0	44	143	108	3	63	167	14	0	2	2	0	0	523	0	0	0	0	4	0	3	0	0	3	0	0	3	7	1	0	0	8	0	0	62	9	0	0	13	32	0	3	0	7	72	0	2	5	0	5	0	0	0	0	0	0	10	23	6	0	2	5	0	2	3	0	3	113	20	6	0	0	13	0	0	3	44	2	0	0	0	0	0	0	0	5	2	0	19	0	0	0	4	0	0	0
522-30min	1	11	67	26	8	0	138	173	136	0	8	129	15	0	2	2	2	0	185	1	0	0	0	7	0	0	0	0	0	0	0	1	12	3	0	25	13	36	0	166	0	5	0	3	16	2	2	0	12	236	0	4	3	0	8	1	0	0	0	0	18	27	6	4	8	0	0	0	0	3	0	0	47	17	2	0	4	43	0	0	3	0	3	0	0	8	0	1	2	6	2	0	0	5	0	0	2	0	0	0	0
522-60min	3	21	15	27	0	0	32	48	51	0	4	182	12	0	0	0	4	0	117	0	0	0	0	9	0	0	0	0	0	0	0	0	22	0	0	23	25	106	0	254	0	18	0	0	43	4	6	0	0	366	0	5	9	0	26	3	0	0	0	0	15	49	18	4	7	0	0	4	0	6	0	4	25	12	6	0	6	34	0	0	0	0	0	0	0	7	0	0	3	17	6	0	0	12	0	0	0	0	0	0	0
523-120min	0	5	12	39	0	2	38	115	60	7	7	211	15	0	0	0	0	0	200	0	0	0	0	14	0	2	0	0	0	0	0	0	35	0	0	13	11	12	0	211	0	0	0	0	39	0	5	0	10	340	0	2	0	6	19	0	0	0	0	0	12	29	7	24	17	0	0	0	0	3	0	0	71	9	2	0	0	24	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	33	0	0	0	2	0	2	0
523-60min	2	3	23	34	5	2	44	177	78	23	9	185	16	0	3	3	0	0	175	0	0	0	0	12	0	1	0	0	0	0	0	6	27	9	0	3	9	27	0	153	1	3	0	0	24	0	6	6	7	281	0	5	3	0	4	0	0	0	0	0	4	22	1	18	6	0	0	0	0	2	0	2	124	14	0	0	0	36	0	0	0	0	5	0	0	5	0	0	0	3	2	5	0	34	0	0	0	2	0	16	0
524-120min	0	7	73	8	11	0	60	196	205	9	70	107	16	0	9	1	0	0	329	0	0	0	0	12	0	4	0	0	2	0	0	4	0	4	0	7	10	0	0	87	22	9	0	20	10	0	0	0	2	160	0	0	0	0	5	0	0	0	0	0	9	15	17	1	7	0	0	0	0	4	0	1	80	7	6	0	0	16	3	0	0	4	0	0	0	3	2	0	0	0	0	0	0	29	0	0	0	4	0	3	0
524-30min	0	0	62	7	13	0	70	175	193	3	47	56	9	0	2	3	0	0	102	0	0	0	0	8	0	0	0	0	0	0	0	3	10	11	5	5	20	20	0	118	82	13	0	9	29	0	0	0	16	278	0	8	2	0	15	0	0	0	0	0	16	20	9	2	12	0	4	0	0	5	0	0	80	7	14	0	0	36	1	0	0	0	0	0	0	3	2	0	5	6	9	5	0	34	0	0	0	6	0	0	0
524-60min	0	11	80	4	14	0	48	203	176	3	97	96	12	1	20	3	0	0	418	2	1	0	0	0	0	3	0	0	0	0	0	6	0	7	0	4	11	0	0	47	33	0	0	14	14	0	0	0	6	120	0	1	3	0	7	0	0	0	0	0	1	13	5	1	5	0	0	0	0	3	0	2	94	12	5	0	0	25	4	0	2	0	0	0	0	0	0	0	0	0	2	3	0	26	0	0	0	1	0	1	0
527-30min	0	18	109	75	0	0	107	169	183	0	5	61	36	0	0	3	5	0	306	0	0	0	0	8	0	0	0	0	0	0	0	0	11	0	0	20	11	12	0	100	3	0	0	0	21	0	2	0	13	162	0	0	2	2	20	0	0	0	0	0	29	28	11	0	0	1	7	2	0	0	0	7	18	25	3	0	0	39	0	0	0	0	8	0	0	0	0	0	0	3	3	7	0	15	0	0	0	0	0	0	0
527-60min	0	13	26	79	0	0	31	50	81	0	4	38	20	0	0	5	2	0	385	0	0	0	0	10	0	0	0	2	0	0	0	0	19	0	0	39	17	0	0	192	0	3	0	4	22	0	0	0	21	345	0	5	0	0	36	0	0	0	0	0	9	28	14	0	19	0	8	0	0	4	0	7	28	21	0	0	0	47	0	0	0	0	9	0	0	0	0	0	0	10	0	0	0	17	0	0	0	0	0	0	0
528-120min	0	8	48	54	7	0	63	86	56	0	34	48	17	0	0	3	1	0	57	0	0	0	0	8	0	0	0	4	0	0	0	0	0	14	0	14	22	0	0	235	24	17	0	13	51	0	6	0	10	423	0	7	4	0	31	0	0	0	5	0	20	45	26	0	0	0	0	0	0	3	0	5	58	14	6	0	0	47	0	0	0	0	0	0	0	11	0	0	3	7	11	0	0	42	0	0	0	0	0	2	0
