sampleID	g_Methanobrevibacter	g_Methanosphaera	g_Actinomyces	g_Bifidobacterium	g_Corynebacterium	g_Atopobium	g_Coriobacteriaceae UCG-002	g_Olsenella	f_Atopobiaceae	g_Collinsella	g_Enterorhabdus	g_Paraeggerthella	g_Parvibacter	f_Eggerthellaceae;g_uncultured	f_Eggerthellaceae	p_Actinobacteria	g_Bacteroides	g_Odoribacter	g_Muribaculum	f_Muribaculaceae;g_mouse gut metagenome	f_Muribaculaceae;g_uncultured Bacteroidales bacterium	f_Muribaculaceae;g_uncultured bacterium	f_Muribaculaceae	g_Porphyromonas	g_Alloprevotella	g_Prevotella 7	g_Prevotellaceae UCG-001	f_Prevotellaceae	g_Alistipes	g_Rikenellaceae RC9 gut group	f_Rikenellaceae;g_SP3-e08	f_Rikenellaceae	g_Parabacteroides	f_Tannerellaceae	o_Bacteroidales;f_uncultured;g_uncultured bacterium	o_Bacteroidales	c_Bacteroidia	o_Gastranaerophilales;f_uncultured bacterium;g_uncultured bacterium	o_Gastranaerophilales	g_Mucispirillum	g_Bacillus	g_Staphylococcus	g_Enterococcus	g_Lactobacillus	g_Streptococcus	o_Lactobacillales	c_Bacilli	g_Christensenellaceae R-7 group	f_Christensenellaceae;g_uncultured bacterium	g_Clostridium sensu stricto 1	f_Clostridiaceae 1	f_Clostridiales vadinBB60 group;g_uncultured Clostridia bacterium	f_Clostridiales vadinBB60 group;g_uncultured bacterium	f_Clostridiales vadinBB60 group	g_Defluviitaleaceae UCG-011	g_Anaerofustis	g_Anaerovorax	o_Clostridiales;f_Family XIII;g_Family XIII AD3011 group	o_Clostridiales;f_Family XIII;g_Family XIII UCG-001	g_[Eubacterium] brachy group	g_[Eubacterium] nodatum group	f_Family XIII	f_Lachnospiraceae;g_A2	f_Lachnospiraceae;g_ASF356	g_Acetatifactor	g_Blautia	g_Cellulosilyticum	g_Coprococcus 3	f_Lachnospiraceae;g_GCA-900066575	g_Lachnoclostridium	g_Lachnospiraceae FCS020 group	g_Lachnospiraceae NC2004 group	g_Lachnospiraceae NK4A136 group	g_Lachnospiraceae UCG-001	g_Lachnospiraceae UCG-004	g_Lachnospiraceae UCG-006	g_Lachnospiraceae UCG-010	g_Marvinbryantia	g_Roseburia	g_Tyzzerella	g_Tyzzerella 3	g_[Eubacterium] oxidoreducens group	g_[Eubacterium] xylanophilum group	g_[Ruminococcus] gauvreauii group	f_Lachnospiraceae;g_uncultured	f_Lachnospiraceae;g_uncultured bacterium	f_Lachnospiraceae	g_Peptococcus	f_Peptococcaceae;g_uncultured	f_Peptococcaceae	g_Romboutsia	f_Peptostreptococcaceae;g_uncultured	f_Peptostreptococcaceae	g_Anaerotruncus	g_Angelakisella	g_Butyricicoccus	g_Candidatus Soleaferrea	g_Faecalibacterium	f_Ruminococcaceae;g_GCA-900066225	g_Harryflintia	g_Hydrogenoanaerobacterium	g_Intestinimonas	g_Negativibacillus	g_Oscillibacter	g_Ruminiclostridium	g_Ruminiclostridium 1	g_Ruminiclostridium 5	g_Ruminiclostridium 6	g_Ruminiclostridium 9	g_Ruminococcaceae NK4A214 group	g_Ruminococcaceae UCG-002	g_Ruminococcaceae UCG-003	g_Ruminococcaceae UCG-004	g_Ruminococcaceae UCG-005	g_Ruminococcaceae UCG-009	g_Ruminococcaceae UCG-010	g_Ruminococcaceae UCG-013	g_Ruminococcaceae UCG-014	g_Ruminococcus 1	g_Subdoligranulum	f_Ruminococcaceae;g_UBA1819	g_[Eubacterium] coprostanoligenes group	f_Ruminococcaceae;g_uncultured	f_Ruminococcaceae	o_Clostridiales	g_Candidatus Stoquefichus	g_Catenibacterium	g_Dubosiella	g_Erysipelatoclostridium	g_Erysipelotrichaceae UCG-004	g_Faecalibaculum	g_Turicibacter	f_Erysipelotrichaceae;g_uncultured	f_Erysipelotrichaceae;g_uncultured bacterium	f_Erysipelotrichaceae	p_Firmicutes	g_Fusobacterium	g_Leptotrichia	g_Candidatus Saccharimonas	g_Bradyrhizobium	g_Amaricoccus	g_Azospirillum sp. 47_25	o_Rhodospirillales;f_uncultured;g_uncultured bacterium	o_Rhodospirillales;f_uncultured;g_unidentified rumen bacterium RF32	o_Rhodospirillales;f_uncultured	g_Bilophila	g_Desulfovibrio	f_Desulfovibrionaceae;g_uncultured	f_Desulfovibrionaceae	c_Deltaproteobacteria	g_Parasutterella	g_Neisseria	g_Escherichia-Shigella	f_Enterobacteriaceae	g_Haemophilus	p_Proteobacteria	g_Anaeroplasma	o_Mollicutes RF39;f_metagenome;g_metagenome	o_Mollicutes RF39;f_uncultured Lachnospiraceae bacterium;g_uncultured Lachnospiraceae bacterium	o_Mollicutes RF39;f_uncultured bacterium;g_uncultured bacterium	o_Mollicutes RF39;f_unidentified;g_unidentified	o_Mollicutes RF39	g_Akkermansia	k_Bacteria	k_Eukaryota	Unassigned
545-120min	0	0	0	0	0	0	0	0	16	0	14	0	0	0	0	0	35	128	0	0	76	215	57	0	5	0	7	0	161	19	0	0	0	0	0	0	0	0	0	3	0	0	0	189	5	0	0	3	0	0	0	0	11	0	0	0	0	0	2	0	3	0	22	24	0	0	0	0	0	38	0	0	297	10	0	0	0	0	139	0	8	0	9	0	43	0	222	0	11	0	0	0	0	4	0	18	0	0	0	0	0	0	0	5	60	0	22	1	8	0	0	0	0	2	4	2	5	10	12	0	0	6	14	28	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	9	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
545-30min	0	0	0	0	0	0	0	0	30	0	10	0	0	0	0	0	75	46	10	0	167	440	101	0	6	0	10	0	75	19	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	8	0	1	17	0	0	0	0	2	14	0	0	146	8	0	0	0	0	42	0	4	0	0	0	44	0	137	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	0	19	0	3	0	0	0	0	2	0	0	12	10	7	0	3	5	3	9	0	0	0	0	0	0	22	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
545-60min	0	0	0	0	0	0	0	0	19	0	7	0	0	0	0	0	48	61	12	0	115	440	91	0	4	0	10	0	128	41	0	0	2	0	0	0	0	0	0	0	0	0	0	554	4	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	7	8	0	0	0	0	0	0	0	0	151	0	0	0	0	0	32	0	3	0	5	0	20	0	140	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	7	0	5	0	0	0	0	0	0	0	4	4	6	6	11	0	0	8	5	8	0	0	0	0	0	0	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
546-30min	0	0	0	0	0	0	0	0	17	0	14	0	0	0	0	0	75	16	16	0	103	580	114	0	8	0	9	0	93	35	0	0	0	0	0	0	0	1	0	2	0	0	0	353	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	6	12	0	2	0	0	7	0	0	0	106	15	0	0	0	19	36	0	4	0	7	0	6	0	163	0	4	0	0	0	0	7	3	4	0	0	0	0	0	0	0	4	19	0	2	3	6	0	0	4	0	0	5	2	2	64	8	0	0	0	0	11	0	2	0	0	0	0	2	12	10	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0
546-60min	0	0	0	0	0	0	0	0	9	0	22	0	0	0	0	0	53	15	7	0	53	481	71	0	12	0	6	0	116	27	0	0	0	0	0	0	0	0	0	2	0	0	0	469	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	5	7	0	0	0	0	7	0	0	0	105	10	0	0	0	19	48	0	1	0	8	0	5	0	235	0	2	0	0	0	0	3	1	6	0	0	0	1	0	0	0	15	7	0	6	4	0	0	0	3	0	2	4	1	0	43	40	0	6	2	0	7	0	5	0	0	0	0	2	9	5	4	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	9	0	0	0	0	0	5	0	1	3	0	1	0	0	0	0
547-120min	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	31	34	0	0	16	37	10	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	307	4	0	0	0	0	0	0	0	41	0	0	0	0	0	4	0	0	0	52	3	0	16	0	0	3	32	0	0	276	35	0	33	0	6	110	0	0	0	11	0	12	0	500	3	14	0	0	0	0	24	0	21	0	0	2	0	0	15	2	16	70	0	19	0	14	0	0	0	0	0	6	2	0	22	0	0	7	2	0	81	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	57	0	0	0	6	0	0	0	0	0	5	0	0	10	0	3	0	0	0	0
547-30min	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	46	43	0	0	76	124	27	0	1	0	0	0	27	9	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	2	2	0	24	17	3	18	0	0	8	0	0	0	220	12	0	16	0	11	44	0	7	0	7	0	46	0	416	2	2	0	0	0	0	3	0	17	0	0	0	0	0	5	0	29	88	0	10	2	10	0	0	0	0	0	6	2	0	54	0	0	8	3	5	71	0	2	0	0	0	0	0	0	21	1	0	0	0	0	5	0	0	0	0	0	0	0	18	4	0	0	8	0	0	0	0	0	10	0	0	5	0	2	0	0	0	0
547-60min	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	18	18	0	0	22	25	9	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	26	6	9	11	0	0	11	26	0	0	329	20	0	34	0	0	121	0	3	0	5	0	32	0	521	3	12	0	0	0	0	10	0	12	0	0	0	1	0	0	0	25	95	0	20	4	22	0	0	0	0	0	11	2	1	32	0	0	11	3	0	77	0	4	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0	0	0	0	0	0	0	0	3	0	0	2	0	5	0	0	0	0
547W-30min	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	161	31	12	0	98	397	131	0	24	0	29	0	180	45	0	0	0	0	0	0	0	3	3	0	0	0	0	365	0	0	0	0	0	0	0	0	17	0	3	0	3	0	0	0	2	0	5	3	0	7	0	0	4	0	0	0	66	0	0	17	0	2	2	0	4	0	0	0	8	0	145	0	1	0	0	0	0	3	0	10	0	0	0	0	0	0	0	2	30	0	6	0	9	0	0	0	0	1	1	5	6	23	40	0	3	6	0	23	0	2	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	6	12	0	0	12	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
547W-60min	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	73	23	15	0	49	257	62	0	19	0	11	0	235	29	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	3	6	1	12	0	0	10	0	0	0	137	3	0	31	1	10	3	0	11	0	0	0	8	0	261	0	5	0	0	0	0	0	0	20	0	0	0	1	0	0	0	5	23	0	2	3	11	0	0	0	7	2	4	1	6	26	38	0	5	5	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	25	0	0	4	0	0	0	0	0	45	0	0	1	0	3	0	0	0	0
547W-90min	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	65	30	8	0	78	209	57	0	19	0	13	0	190	29	0	0	2	0	0	0	0	5	2	0	0	0	0	430	0	0	0	0	0	0	0	0	22	1	0	0	2	0	0	0	4	0	12	5	3	10	0	0	9	9	0	0	115	0	0	20	0	2	3	3	6	0	0	0	22	0	272	0	5	0	0	0	0	1	1	12	0	0	0	0	0	0	0	19	39	0	12	2	17	0	0	0	2	3	3	0	8	29	69	0	6	1	5	34	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	37	0	0	2	0	0	0	0	0	40	0	0	1	0	2	0	0	0	0
548W-120min	0	0	0	0	0	0	0	0	6	0	30	0	0	0	0	0	37	56	17	0	46	355	86	0	5	0	27	0	92	26	0	0	6	0	0	0	0	16	5	0	0	0	0	330	0	0	0	4	0	0	0	0	14	2	0	0	0	3	0	0	0	0	4	8	0	0	0	0	2	0	0	0	74	95	0	8	0	17	10	0	3	0	0	0	0	0	188	0	6	0	0	0	0	13	0	5	0	0	0	0	0	0	0	4	15	0	23	6	9	0	0	0	0	2	0	4	4	160	10	0	0	0	0	18	0	4	0	0	0	0	3	110	2	0	3	0	0	0	4	0	0	0	0	0	0	0	2	20	0	0	12	0	0	0	0	0	10	0	2	4	0	0	0	0	0	0
548W-180min	0	0	0	0	0	0	0	0	3	0	21	0	0	0	0	0	28	31	14	0	52	327	95	0	6	0	14	0	84	15	0	0	1	0	0	0	0	7	4	0	0	0	0	244	0	0	0	0	0	0	0	0	16	0	1	0	0	0	5	3	1	0	4	17	0	0	0	0	6	0	5	0	168	49	0	15	0	18	21	0	2	0	2	0	5	0	239	0	4	0	0	0	0	19	0	14	0	0	0	0	0	1	0	0	7	0	27	3	0	0	0	0	3	4	1	7	3	191	11	0	0	0	0	23	0	0	0	0	0	0	2	95	0	0	1	0	0	0	3	0	0	0	0	0	0	3	15	46	0	0	10	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0
548W-30min	0	0	0	0	0	0	0	0	9	0	12	0	0	0	0	0	68	15	7	0	40	356	171	0	5	0	71	0	73	49	0	0	0	0	0	0	0	31	5	0	0	0	0	350	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	49	17	0	0	0	29	4	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	8	0	32	0	0	0	0	0	0	0	0	1	7	275	19	0	9	0	0	16	0	12	0	0	0	0	4	125	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	17	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0
548W-60min	0	0	0	0	0	0	0	0	8	0	15	0	0	0	0	0	21	27	18	0	61	400	117	0	2	0	5	0	104	18	0	0	3	0	0	0	0	8	5	0	0	0	0	405	0	0	0	1	0	0	0	0	7	0	3	0	0	0	0	0	4	0	2	10	0	0	0	0	4	0	0	0	88	29	0	0	0	28	15	0	0	0	0	0	3	0	131	0	6	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	12	0	19	3	0	0	0	0	0	3	0	4	4	176	10	0	0	0	0	13	0	0	0	0	0	0	7	152	6	0	3	0	0	0	0	0	0	0	0	0	0	0	11	14	0	0	15	0	0	0	0	0	6	0	0	13	0	0	0	0	0	0
549-120min	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	100	39	6	0	99	447	84	0	2	0	25	0	116	39	0	0	0	0	0	0	0	0	6	0	0	0	0	368	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	78	16	0	23	0	29	27	0	4	0	0	0	0	0	188	0	3	0	0	0	0	7	0	12	0	0	0	0	0	0	0	6	33	0	6	5	15	0	0	0	5	0	5	0	0	48	65	0	5	0	0	22	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	5	0	0	5	0	0	0	0	0	29	0	0	12	0	1	0	0	0	0
549-30min	0	0	0	0	0	0	0	0	6	0	26	0	0	0	0	0	69	18	0	0	124	522	146	0	0	0	16	0	30	10	0	0	0	0	0	0	0	3	0	3	0	0	0	221	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	81	26	0	57	0	14	62	0	2	0	0	0	6	0	271	0	7	0	0	0	0	10	0	22	0	0	0	1	0	0	0	17	29	0	11	5	15	0	0	0	0	0	0	7	0	47	10	0	3	0	0	18	0	3	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12	6	0	0	8	0	0	0	0	0	31	0	0	13	0	4	0	0	0	0
549-60min	0	0	0	0	0	0	0	0	7	0	17	0	0	0	0	0	73	20	0	0	90	563	103	0	0	0	18	0	76	11	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	89	16	0	13	0	38	15	0	0	0	0	0	3	0	127	0	3	0	0	0	0	8	0	13	0	0	0	0	0	0	0	0	14	0	6	4	0	0	0	0	0	0	7	7	0	65	48	0	0	2	0	29	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	35	0	0	16	0	0	0	0	0	0
550-120min	0	0	0	0	0	0	0	0	7	0	17	0	0	0	0	0	84	74	16	0	73	219	90	0	0	0	42	0	102	23	0	0	0	0	0	0	0	9	16	0	0	0	0	364	0	0	0	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	9	0	0	2	0	0	50	20	0	0	184	0	0	4	0	5	0	3	4	0	27	0	4	0	177	0	7	0	0	0	0	0	0	14	0	0	0	0	0	0	0	34	51	0	23	3	19	0	0	0	0	0	0	0	4	50	9	0	9	0	0	45	0	3	0	0	0	0	3	0	1	0	0	0	0	0	5	0	0	0	0	0	0	3	5	60	0	0	7	0	1	0	0	0	20	0	4	0	0	3	0	0	0	0
550-30min	0	0	0	0	0	0	0	0	18	0	12	0	0	0	0	0	158	58	20	0	124	305	143	0	1	0	43	0	95	44	0	0	6	0	0	0	0	4	12	0	0	0	0	268	1	0	0	1	0	0	0	0	10	0	2	0	0	0	0	0	1	0	9	0	0	0	0	0	30	0	0	0	153	0	0	4	0	19	5	5	0	0	20	0	6	0	133	0	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	15	20	0	11	4	0	0	0	0	4	0	3	0	7	81	18	0	8	2	0	24	0	4	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	29	0	0	19	0	0	0	0	0	22	0	11	2	0	0	0	0	0	0
550-30min-2	0	0	0	0	0	0	0	0	23	0	5	0	0	0	0	0	145	38	17	0	121	321	151	0	0	0	54	0	95	66	0	0	0	0	0	0	0	8	12	0	0	0	0	266	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	35	0	0	0	161	0	0	0	0	18	0	0	0	0	22	0	0	0	142	0	4	0	0	0	0	2	0	14	0	0	0	0	0	0	0	8	23	0	16	0	0	0	0	0	0	0	5	2	8	75	22	0	20	4	0	26	0	4	0	0	0	0	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	0	9	0	0	0	0	0	15	0	11	0	0	0	0	0	0	0
550-60min	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	57	60	21	0	72	179	72	0	0	0	24	0	96	17	0	0	0	0	0	0	0	4	16	0	0	0	0	250	0	0	0	0	0	0	0	0	10	0	0	0	1	2	0	0	0	0	6	7	0	0	0	0	56	18	0	0	279	6	0	6	0	3	0	0	3	0	42	0	10	0	264	3	9	0	0	0	0	4	0	25	0	0	0	0	0	6	0	32	41	0	21	5	38	0	0	0	8	3	8	0	5	59	12	0	14	3	2	40	0	0	0	0	0	0	2	0	2	2	0	0	0	0	5	0	0	0	0	0	0	5	12	38	0	0	0	0	0	0	0	0	27	0	5	0	0	0	0	0	0	0
553-120min	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	178	46	11	0	73	363	67	0	26	0	115	0	117	73	0	0	0	0	0	0	0	21	0	7	0	0	0	269	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	27	11	0	22	0	0	8	0	0	0	119	23	0	0	0	38	31	0	3	0	0	0	19	0	119	0	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	10	0	0	65	0	0	5	0	0	14	0	5	0	0	17	0	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	28	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0
553-30min	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	163	19	5	0	86	412	87	0	25	0	108	0	98	65	0	0	0	0	0	0	0	11	0	5	0	0	0	171	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	27	22	0	11	0	0	5	0	0	0	95	42	0	5	0	37	37	0	0	0	2	0	12	0	123	0	0	0	0	0	0	11	0	12	0	0	0	0	0	7	0	15	4	0	9	3	0	0	0	0	0	0	10	0	0	98	2	0	8	1	0	17	0	10	0	0	21	0	0	0	11	0	19	0	0	0	2	0	0	0	0	0	0	4	0	13	0	0	30	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0
553-60min	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	135	28	12	0	51	446	105	0	16	0	99	0	117	80	0	0	0	0	0	0	0	13	0	5	0	0	0	440	3	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	18	15	0	10	0	0	5	0	0	0	72	0	0	4	0	15	18	0	0	0	0	0	5	0	87	2	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	0	0	63	3	0	4	3	0	10	0	12	0	0	27	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	26	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0
556-120min	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	29	32	9	0	30	326	45	0	0	0	9	0	172	27	0	0	0	0	0	0	0	16	0	0	0	0	0	127	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	8	11	6	0	0	0	12	0	0	0	185	36	0	10	0	10	119	0	8	0	26	0	23	0	245	2	5	0	0	0	0	8	0	39	0	0	0	2	0	6	0	13	21	0	8	7	0	0	0	12	5	3	4	1	3	161	19	0	2	0	22	28	0	0	0	0	0	0	5	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	37	0	4	22	0	0	0	0	0	0
556-30min	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	47	31	4	0	87	572	133	0	0	0	26	0	109	33	0	0	0	0	0	0	0	16	0	0	0	0	0	76	0	0	0	0	0	0	0	0	23	0	5	0	0	0	0	0	5	0	0	0	2	0	0	0	9	0	0	0	116	0	0	9	0	17	40	0	3	0	15	0	15	0	136	0	7	0	0	0	0	2	0	6	0	0	0	0	0	0	0	5	24	0	0	0	13	3	0	0	0	0	0	0	0	293	22	0	3	0	10	7	0	0	0	0	0	0	8	20	3	0	0	0	0	0	5	0	0	2	0	0	0	0	4	5	0	0	6	0	0	0	0	0	17	0	4	18	0	2	0	0	0	0
557-120min	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	25	0	0	10	12	6	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	92	22	26	27	0	0	13	78	7	0	418	6	0	57	2	0	88	0	6	0	42	0	64	0	595	4	3	0	0	0	0	0	0	15	0	0	0	0	0	6	0	37	90	0	9	5	15	0	0	0	0	0	9	0	0	20	0	0	4	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557-30min	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	51	101	0	0	90	124	48	0	0	0	0	0	119	18	0	0	0	0	0	0	0	0	0	0	0	0	0	262	5	0	0	0	0	0	0	4	27	0	0	0	0	0	0	0	4	0	68	10	3	36	0	0	0	35	0	0	192	0	0	18	0	3	47	3	0	0	15	0	31	0	322	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	37	103	0	12	4	32	0	0	0	0	0	7	0	1	68	0	0	1	2	3	56	0	2	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	13	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557-60min	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	5	24	0	0	18	49	16	0	0	0	0	0	75	6	0	0	0	0	0	0	0	0	0	0	0	0	0	189	4	0	0	0	0	0	0	4	23	0	0	0	0	0	4	0	3	0	69	5	13	26	0	0	14	99	0	0	269	0	0	50	0	4	91	0	3	0	50	0	32	0	498	0	7	0	0	0	0	0	0	3	3	0	0	0	0	0	0	37	93	0	8	6	19	4	0	0	0	0	6	0	1	59	0	0	0	2	7	56	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	3	32	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
558-30min	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	19	33	1	0	15	155	20	0	0	0	0	0	231	9	0	0	0	0	0	0	0	0	0	10	0	0	0	122	4	0	0	0	0	0	0	0	24	0	0	0	0	0	1	2	0	0	8	15	6	13	0	0	16	19	0	0	281	6	0	26	0	7	146	0	3	0	3	0	38	0	294	2	4	0	0	0	0	10	0	16	2	0	0	0	0	5	0	33	45	0	51	16	11	0	0	0	0	0	3	3	0	110	1	0	0	0	0	67	0	6	0	0	0	0	0	0	7	3	0	0	0	0	5	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	19	0	2	19	0	0	0	0	0	0
558-60min	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	34	23	0	0	5	78	10	0	0	0	0	0	244	6	0	0	0	0	0	0	0	0	0	6	0	0	0	165	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	12	7	2	24	0	0	12	41	0	0	247	11	0	24	0	0	210	0	3	0	13	0	29	0	316	0	7	0	0	0	0	5	0	18	0	0	0	0	0	10	0	38	38	0	29	7	14	0	0	0	0	0	6	1	0	100	5	0	0	1	0	50	0	18	0	0	2	0	0	0	9	4	0	0	0	0	6	0	0	0	0	0	0	0	36	0	0	0	3	0	0	0	0	0	22	0	0	19	0	0	0	0	0	0
559-30min	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	64	123	0	0	58	59	51	0	0	0	0	0	113	19	0	0	0	0	0	0	0	0	3	11	0	0	0	215	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	18	15	10	36	0	0	14	25	0	0	192	0	0	15	0	0	90	4	0	0	4	0	59	0	328	0	6	0	0	0	0	12	10	13	0	0	0	0	0	0	0	30	84	0	13	11	25	3	0	0	0	0	12	0	0	69	0	0	0	0	0	67	0	6	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	0	0	4	15	23	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
559-60min	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	32	0	0	15	14	22	0	0	0	0	0	107	3	0	0	0	0	0	0	0	0	0	8	0	0	0	341	0	0	0	0	0	0	0	0	32	0	0	0	0	0	4	0	0	0	24	9	1	21	0	0	23	108	5	0	247	0	0	41	0	0	121	0	0	0	8	0	74	0	399	4	7	0	0	0	0	4	3	24	0	0	0	0	0	0	0	30	71	0	7	5	8	0	0	0	2	0	16	0	0	50	0	0	0	0	0	55	0	0	0	0	0	0	0	0	17	4	0	0	0	0	2	0	0	0	0	0	0	2	24	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
