sampleID	g_Methanobrevibacter	g_Methanosphaera	g_Actinomyces	g_Bifidobacterium	g_Corynebacterium	g_Atopobium	g_Coriobacteriaceae UCG-002	g_Olsenella	f_Atopobiaceae	g_Collinsella	g_Enterorhabdus	g_Paraeggerthella	g_Parvibacter	f_Eggerthellaceae;g_uncultured	f_Eggerthellaceae	p_Actinobacteria	g_Bacteroides	g_Odoribacter	g_Muribaculum	f_Muribaculaceae;g_mouse gut metagenome	f_Muribaculaceae;g_uncultured Bacteroidales bacterium	f_Muribaculaceae;g_uncultured bacterium	f_Muribaculaceae	g_Porphyromonas	g_Alloprevotella	g_Prevotella 7	g_Prevotellaceae UCG-001	f_Prevotellaceae	g_Alistipes	g_Rikenellaceae RC9 gut group	f_Rikenellaceae;g_SP3-e08	f_Rikenellaceae	g_Parabacteroides	f_Tannerellaceae	o_Bacteroidales;f_uncultured;g_uncultured bacterium	o_Bacteroidales	c_Bacteroidia	o_Gastranaerophilales;f_uncultured bacterium;g_uncultured bacterium	o_Gastranaerophilales	g_Mucispirillum	g_Bacillus	g_Staphylococcus	g_Enterococcus	g_Lactobacillus	g_Streptococcus	o_Lactobacillales	c_Bacilli	g_Christensenellaceae R-7 group	f_Christensenellaceae;g_uncultured bacterium	g_Clostridium sensu stricto 1	f_Clostridiaceae 1	f_Clostridiales vadinBB60 group;g_uncultured Clostridia bacterium	f_Clostridiales vadinBB60 group;g_uncultured bacterium	f_Clostridiales vadinBB60 group	g_Defluviitaleaceae UCG-011	g_Anaerofustis	g_Anaerovorax	o_Clostridiales;f_Family XIII;g_Family XIII AD3011 group	o_Clostridiales;f_Family XIII;g_Family XIII UCG-001	g_[Eubacterium] brachy group	g_[Eubacterium] nodatum group	f_Family XIII	f_Lachnospiraceae;g_A2	f_Lachnospiraceae;g_ASF356	g_Acetatifactor	g_Blautia	g_Cellulosilyticum	g_Coprococcus 3	f_Lachnospiraceae;g_GCA-900066575	g_Lachnoclostridium	g_Lachnospiraceae FCS020 group	g_Lachnospiraceae NC2004 group	g_Lachnospiraceae NK4A136 group	g_Lachnospiraceae UCG-001	g_Lachnospiraceae UCG-004	g_Lachnospiraceae UCG-006	g_Lachnospiraceae UCG-010	g_Marvinbryantia	g_Roseburia	g_Tyzzerella	g_Tyzzerella 3	g_[Eubacterium] oxidoreducens group	g_[Eubacterium] xylanophilum group	g_[Ruminococcus] gauvreauii group	f_Lachnospiraceae;g_uncultured	f_Lachnospiraceae;g_uncultured bacterium	f_Lachnospiraceae	g_Peptococcus	f_Peptococcaceae;g_uncultured	f_Peptococcaceae	g_Romboutsia	f_Peptostreptococcaceae;g_uncultured	f_Peptostreptococcaceae	g_Anaerotruncus	g_Angelakisella	g_Butyricicoccus	g_Candidatus Soleaferrea	g_Faecalibacterium	f_Ruminococcaceae;g_GCA-900066225	g_Harryflintia	g_Hydrogenoanaerobacterium	g_Intestinimonas	g_Negativibacillus	g_Oscillibacter	g_Ruminiclostridium	g_Ruminiclostridium 1	g_Ruminiclostridium 5	g_Ruminiclostridium 6	g_Ruminiclostridium 9	g_Ruminococcaceae NK4A214 group	g_Ruminococcaceae UCG-002	g_Ruminococcaceae UCG-003	g_Ruminococcaceae UCG-004	g_Ruminococcaceae UCG-005	g_Ruminococcaceae UCG-009	g_Ruminococcaceae UCG-010	g_Ruminococcaceae UCG-013	g_Ruminococcaceae UCG-014	g_Ruminococcus 1	g_Subdoligranulum	f_Ruminococcaceae;g_UBA1819	g_[Eubacterium] coprostanoligenes group	f_Ruminococcaceae;g_uncultured	f_Ruminococcaceae	o_Clostridiales	g_Candidatus Stoquefichus	g_Catenibacterium	g_Dubosiella	g_Erysipelatoclostridium	g_Erysipelotrichaceae UCG-004	g_Faecalibaculum	g_Turicibacter	f_Erysipelotrichaceae;g_uncultured	f_Erysipelotrichaceae;g_uncultured bacterium	f_Erysipelotrichaceae	p_Firmicutes	g_Fusobacterium	g_Leptotrichia	g_Candidatus Saccharimonas	g_Bradyrhizobium	g_Amaricoccus	g_Azospirillum sp. 47_25	o_Rhodospirillales;f_uncultured;g_uncultured bacterium	o_Rhodospirillales;f_uncultured;g_unidentified rumen bacterium RF32	o_Rhodospirillales;f_uncultured	g_Bilophila	g_Desulfovibrio	f_Desulfovibrionaceae;g_uncultured	f_Desulfovibrionaceae	c_Deltaproteobacteria	g_Parasutterella	g_Neisseria	g_Escherichia-Shigella	f_Enterobacteriaceae	g_Haemophilus	p_Proteobacteria	g_Anaeroplasma	o_Mollicutes RF39;f_metagenome;g_metagenome	o_Mollicutes RF39;f_uncultured Lachnospiraceae bacterium;g_uncultured Lachnospiraceae bacterium	o_Mollicutes RF39;f_uncultured bacterium;g_uncultured bacterium	o_Mollicutes RF39;f_unidentified;g_unidentified	o_Mollicutes RF39	g_Akkermansia	k_Bacteria	k_Eukaryota	Unassigned
317-7-2h	0	0	0	0	0	0	0	0	0	0	27	0	1	1	0	0	179	69	13	0	4	226	46	0	164	0	0	0	305	42	0	0	181	0	0	0	0	0	0	8	0	1	0	104	14	0	0	0	10	0	0	0	1	0	2	0	1	1	0	0	2	2	0	0	6	68	0	0	6	6	0	0	37	0	0	0	0	49	3	5	0	0	14	0	1	0	73	1	6	0	47	0	4	3	0	0	4	0	2	0	1	3	0	9	13	0	8	0	10	0	0	1	5	0	5	1	0	9	0	0	2	52	2	58	1	0	0	0	0	0	0	0	0	1	2	0	0	0	6	0	0	4	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	1	0	0
241-7-1h	0	0	0	0	0	0	0	0	4	0	13	0	0	3	0	0	74	20	11	0	1	162	73	0	185	0	0	1	132	63	0	0	13	0	0	2	1	0	0	36	0	0	0	56	5	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	71	0	0	6	12	0	0	14	0	0	2	0	6	6	12	0	0	0	0	5	0	100	2	6	0	70	0	3	4	2	0	0	0	4	1	0	2	0	15	20	0	9	0	22	0	0	0	1	0	0	0	0	0	0	0	2	39	0	38	0	0	0	151	0	0	339	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	168	0	0	17	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
241-7-3h	0	0	0	0	0	0	0	0	5	0	22	0	1	0	1	0	115	28	10	0	2	222	85	0	206	0	0	0	181	79	0	0	22	0	0	2	1	0	0	7	0	0	0	41	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	2	1	0	3	40	0	0	0	0	0	0	9	0	0	0	0	3	0	5	0	0	0	0	1	0	47	0	1	0	81	0	2	0	0	0	1	0	4	0	0	0	0	14	10	0	5	0	18	1	0	0	1	0	1	5	0	3	0	0	0	80	0	21	3	0	0	170	0	0	340	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	85	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
262-7-1h	0	0	0	0	0	0	0	0	21	0	6	0	0	0	0	0	65	15	14	0	3	161	42	0	139	0	0	0	151	86	0	0	13	0	0	0	0	0	0	43	0	0	0	104	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	103	0	0	2	0	1	0	9	0	0	1	0	4	4	5	0	0	0	0	4	0	120	0	7	0	40	0	0	3	5	0	0	0	6	0	0	3	0	15	12	0	6	0	21	0	0	0	6	0	3	2	0	0	0	0	0	53	2	34	1	0	0	180	0	0	301	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	190	0	0	5	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1
262-7-2h	0	0	0	0	0	0	1	0	15	0	13	0	0	0	0	0	84	27	8	0	2	173	61	0	235	0	0	0	198	94	0	0	7	0	0	1	0	0	0	1	0	0	0	72	3	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	3	0	3	124	0	0	0	1	0	0	10	0	0	0	0	5	0	2	0	0	0	0	0	0	86	0	0	0	47	0	0	2	1	2	0	0	7	0	0	1	0	4	9	0	3	0	5	3	0	0	0	0	1	1	0	0	0	0	0	25	3	16	4	0	0	135	0	0	415	0	0	0	0	2	0	0	1	0	0	6	0	0	0	0	1	86	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
262-7-3h	0	0	0	0	0	0	0	0	14	0	10	0	0	0	0	0	80	23	8	0	0	191	72	0	272	0	0	0	210	102	0	0	6	0	0	0	0	0	0	3	0	0	0	81	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1	101	0	0	2	0	0	0	5	0	0	0	0	4	2	1	0	0	0	0	0	0	95	0	0	0	48	0	2	0	0	0	0	0	2	0	0	0	0	4	7	1	4	0	6	2	0	0	1	0	0	6	0	0	0	0	0	35	0	15	0	0	0	140	0	0	395	0	0	0	1	2	0	0	0	0	0	7	0	0	0	1	0	51	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
278-7-1h	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	44	53	5	0	10	144	53	0	224	0	0	0	206	102	0	0	7	0	0	1	0	0	0	38	0	0	0	32	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	1	4	81	0	0	0	4	0	0	6	0	0	0	0	3	5	14	0	1	0	0	1	0	99	1	2	0	59	0	0	5	0	1	0	0	1	0	0	4	0	18	19	1	4	0	16	0	0	0	0	0	1	2	0	4	0	0	0	40	0	19	2	0	0	116	0	0	356	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	179	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0
305-7-1h	0	0	0	0	0	0	0	0	5	0	11	0	1	2	0	0	94	30	1	0	4	171	73	0	244	0	0	0	197	95	0	0	11	0	0	0	0	0	0	18	0	0	0	17	3	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	2	1	4	88	0	0	6	4	0	0	10	0	1	1	0	5	2	3	0	0	2	0	4	0	110	0	2	0	57	0	4	4	7	0	0	0	7	0	0	4	0	22	22	0	7	0	15	1	0	0	3	0	2	4	0	2	0	0	2	41	5	35	3	0	0	116	0	0	283	0	0	0	0	1	0	0	0	0	0	8	0	2	0	0	0	137	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
305-7-2h	0	0	0	0	0	0	0	0	8	0	20	0	0	4	0	0	91	28	7	0	2	156	69	0	274	0	0	0	210	79	0	0	17	0	0	6	0	0	0	3	0	0	0	18	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	3	95	0	0	2	0	0	0	6	0	0	0	0	0	1	1	0	0	0	0	4	0	71	0	1	0	142	0	9	2	1	0	0	0	0	0	0	0	0	5	7	0	2	0	3	1	0	0	2	0	1	2	0	4	0	0	0	40	0	10	3	0	0	148	0	0	384	0	1	0	2	1	0	0	0	0	0	6	1	2	1	0	0	52	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
305-7-3h	0	0	0	0	0	0	0	0	19	0	14	0	0	0	0	0	128	18	2	0	1	206	86	0	237	0	0	0	259	90	0	0	20	0	0	2	0	0	0	1	0	0	0	19	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	0	0	149	0	3	0	3	0	0	0	0	0	0	0	0	2	4	1	2	0	1	0	0	0	0	0	0	3	0	6	0	0	0	52	0	8	1	0	0	158	0	0	416	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	16	0	0	6	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0
245-7-2h	0	0	0	0	0	0	0	0	9	0	10	0	0	0	0	0	106	54	2	0	6	208	76	0	97	0	0	0	239	86	0	0	17	0	0	3	0	17	0	11	0	0	0	87	6	0	0	1	0	11	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	35	0	0	0	1	0	0	7	0	0	0	0	6	1	2	0	0	0	0	0	0	68	0	3	0	45	0	0	2	0	0	0	0	1	0	0	3	0	2	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	41	2	14	0	0	0	145	0	0	293	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	53	0	0	3	0	0	0	0	0	0	0	0	0	0	0	226	1	0	0
263-7-1h	0	0	0	0	0	0	0	0	5	0	13	0	0	1	0	0	45	26	2	0	1	157	56	0	36	0	0	0	167	52	0	0	10	0	0	0	0	5	0	40	0	0	0	154	2	0	0	0	1	11	0	0	2	0	0	0	1	0	0	0	0	0	0	4	4	31	0	0	8	0	0	0	14	0	1	0	0	1	0	2	0	0	0	0	4	0	110	2	2	0	68	0	2	4	0	0	2	0	1	2	0	4	0	31	12	0	10	0	6	0	0	0	2	0	0	0	0	5	0	0	0	37	4	20	0	0	0	141	0	0	310	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	194	0	0	3	0	0	0	0	0	0	0	0	1	0	0	192	2	0	0
263-7-2h	0	0	0	0	0	0	3	1	22	0	13	0	0	0	2	0	32	45	1	0	3	136	49	0	34	0	0	0	137	52	0	0	10	0	0	1	2	3	0	12	0	0	0	132	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	39	0	0	0	0	0	0	14	0	0	0	0	5	0	2	0	0	0	0	1	0	134	0	1	0	108	0	7	4	0	0	0	0	1	0	0	0	0	10	6	0	0	0	1	0	0	0	0	0	0	3	0	3	0	0	0	12	1	23	1	0	0	174	0	0	326	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	41	0	0	2	0	0	0	0	1	0	0	0	0	0	0	368	3	0	0
263-7-3h	0	0	0	0	0	0	0	0	16	0	12	0	0	1	0	0	59	39	7	0	3	178	67	0	68	0	0	0	199	100	0	0	31	0	0	4	0	6	0	16	0	0	0	117	0	0	0	2	2	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	1	0	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0	59	0	0	0	76	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	4	0	5	2	0	0	0	0	0	0	0	2	0	0	0	31	0	6	1	0	0	172	0	0	323	0	0	0	1	0	0	0	1	0	0	3	0	1	0	0	0	36	0	0	2	0	0	0	0	0	0	0	0	0	0	0	322	4	0	0
279-7-1h	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	61	36	3	0	1	119	75	0	61	0	0	0	161	115	0	0	22	0	0	0	0	0	0	48	0	0	0	18	4	0	0	0	3	11	0	0	9	0	0	0	0	0	0	0	0	0	0	7	2	22	0	0	9	2	0	0	7	0	0	0	0	4	0	3	0	0	0	0	4	0	156	1	1	0	25	0	0	8	0	0	0	0	4	0	0	5	0	36	26	0	9	0	12	0	0	0	2	0	0	0	0	3	0	0	0	27	11	60	3	0	0	131	0	0	305	0	0	0	0	0	0	0	25	0	0	0	0	0	0	2	2	186	0	1	0	0	0	0	0	0	0	0	0	0	0	0	155	7	0	0
279-7-2h	0	0	0	0	0	0	0	0	12	0	10	0	3	0	0	0	36	40	5	0	3	166	83	0	68	0	0	0	157	94	0	0	7	0	0	2	0	3	0	4	0	0	0	41	3	0	0	4	0	4	0	0	5	0	0	0	0	0	0	0	1	0	1	4	3	8	0	0	4	2	0	0	0	0	0	0	0	13	0	6	0	0	0	0	1	0	90	0	0	0	78	0	1	5	0	0	0	0	2	2	0	1	0	20	14	0	3	0	8	0	0	0	0	0	0	3	0	2	0	0	0	22	1	36	0	0	0	185	0	0	338	0	0	0	0	0	0	0	24	0	0	2	0	0	0	0	0	123	0	0	4	0	1	0	0	0	0	0	0	0	0	0	269	0	0	0
279-7-3h	0	0	0	0	0	0	0	0	8	0	16	0	1	1	0	0	33	41	9	0	0	114	91	0	46	0	0	0	209	117	0	0	19	0	0	0	0	0	0	10	0	0	0	20	1	0	0	1	0	7	0	0	8	0	0	0	0	2	0	0	0	0	0	0	8	26	0	0	7	0	0	0	5	0	0	0	0	5	0	5	0	0	0	0	0	0	123	1	4	0	64	0	3	2	0	0	0	0	7	0	0	3	0	17	17	0	7	0	16	0	0	0	0	0	3	1	0	0	0	0	3	23	7	45	0	0	0	182	0	0	379	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	1	124	0	0	4	0	0	0	0	0	0	0	0	0	0	0	162	3	0	0
306-7-1h	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	63	49	5	0	7	149	56	0	60	0	0	0	226	85	0	0	30	0	0	1	0	0	0	10	0	0	0	75	0	0	0	1	0	17	0	0	0	0	1	0	1	0	0	0	0	0	0	1	6	53	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	94	0	2	0	76	0	5	3	0	0	0	0	0	0	0	2	0	10	3	0	5	0	4	0	0	0	2	0	0	1	1	1	0	0	1	34	3	29	2	0	0	121	0	0	317	0	0	0	0	0	0	0	3	0	0	4	0	0	0	2	0	70	0	0	1	0	0	0	0	0	0	0	0	0	0	0	301	9	0	1
306-7-2h	0	0	0	0	0	0	0	0	4	0	16	0	2	0	0	0	95	30	3	0	6	146	63	0	60	0	2	0	226	102	0	2	25	0	0	4	0	2	0	2	0	0	0	70	2	0	0	0	1	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	55	0	0	1	0	0	0	3	0	0	0	0	5	0	3	0	0	2	0	0	0	58	0	1	0	76	0	8	1	0	0	1	0	1	1	0	0	0	4	3	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	50	1	17	0	0	0	138	0	0	298	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	53	0	0	2	0	0	0	0	0	0	0	0	0	0	0	352	1	0	0
306-7-3h	0	0	0	0	0	0	0	0	9	0	16	0	1	1	0	0	48	25	9	0	3	124	64	0	48	0	0	0	131	40	0	0	26	0	0	0	0	0	0	2	0	0	0	57	2	0	0	1	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	42	0	0	1	0	0	0	1	0	0	0	0	8	0	2	0	0	2	0	1	0	63	0	2	0	103	0	7	1	0	1	0	0	1	0	0	0	0	12	0	0	1	0	2	0	0	0	0	0	0	2	1	1	0	0	0	98	0	14	2	0	0	233	1	0	346	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	37	2	0	2	0	0	0	0	0	0	0	0	0	0	0	376	1	0	0
321-2-150min	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	96	61	32	0	76	294	50	0	2	0	68	0	203	74	0	0	3	0	0	0	0	10	6	5	0	0	0	83	3	0	0	3	0	0	0	0	18	0	3	0	0	1	2	1	3	0	18	3	1	0	0	0	11	13	3	0	157	8	0	5	0	22	1	2	4	1	10	0	6	0	153	0	2	0	0	0	0	16	4	26	0	0	0	0	0	0	0	15	12	0	35	0	5	2	0	0	0	1	2	3	3	199	21	0	1	6	6	18	0	13	0	0	8	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	32	0	0	6	0	0	0	0	0	33	0	1	8	0	1	0	2	0	0
321-2-30min	0	0	0	0	0	0	0	0	0	0	9	0	1	1	0	0	106	39	19	0	106	426	93	0	4	0	60	0	137	60	0	0	7	0	0	0	0	5	3	4	0	0	0	235	3	0	0	3	1	0	0	0	22	0	1	0	0	2	0	0	3	0	22	4	0	1	0	0	6	5	0	0	86	17	0	3	0	28	2	0	1	0	4	0	3	0	102	0	1	0	0	0	0	15	1	20	0	0	0	1	0	0	0	6	7	0	14	0	2	0	0	0	0	0	0	5	2	193	32	0	0	10	3	11	1	8	0	0	4	0	9	1	3	0	0	0	0	0	2	0	0	1	0	0	0	0	1	5	0	0	9	0	0	0	0	0	14	0	0	10	1	1	0	0	0	0
321-2-90min	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	108	88	25	0	65	278	59	0	5	0	39	0	237	69	0	0	4	0	0	0	0	2	2	4	0	0	0	86	3	0	0	2	0	0	0	0	21	1	1	0	0	4	0	0	4	0	37	6	0	3	0	0	16	24	0	0	134	23	0	9	1	15	6	1	2	0	10	0	4	0	191	2	2	0	0	0	0	20	3	13	0	0	1	2	0	0	0	11	4	0	28	0	7	2	0	0	0	2	1	4	3	154	7	0	1	5	10	39	0	7	0	0	4	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	8	18	0	0	6	0	0	0	0	0	48	0	0	5	0	0	0	0	0	0
330-2-120min	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	91	63	9	0	101	297	88	0	0	0	71	0	227	57	0	0	1	0	0	0	0	16	0	1	0	0	0	232	0	0	0	3	0	1	0	0	17	3	5	0	0	3	0	0	3	0	1	4	0	0	0	0	22	5	3	0	139	24	0	0	0	21	15	2	10	0	3	0	6	0	181	0	2	0	0	0	0	7	0	3	0	0	0	0	0	0	0	3	6	0	6	29	23	1	0	0	0	0	3	7	0	68	17	0	0	0	0	21	0	0	0	0	0	0	2	3	12	0	2	0	0	0	3	0	0	0	0	0	0	2	1	17	0	0	8	0	0	0	0	0	34	0	0	9	0	1	0	0	0	0
330-2-30min	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	110	34	17	0	83	303	108	0	0	0	72	0	138	45	0	0	0	0	0	0	0	20	2	0	0	0	0	387	1	0	0	7	0	1	0	0	14	1	6	0	0	4	0	0	6	0	1	0	0	1	0	0	10	4	3	0	80	17	0	1	0	30	5	0	4	0	2	0	3	0	127	0	2	0	0	0	0	6	0	8	0	0	0	0	0	0	0	9	17	0	10	16	13	1	0	0	0	1	1	6	5	150	29	0	1	0	0	21	0	0	0	0	0	0	6	0	10	1	3	0	0	0	1	0	0	3	0	0	0	2	1	2	0	0	7	0	0	0	0	0	24	0	0	6	0	3	0	0	0	0
330-2-90min	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	84	40	25	0	125	385	111	0	0	0	76	0	166	63	0	0	1	0	0	0	0	15	2	0	0	0	0	205	0	0	0	3	0	1	0	0	5	1	3	0	0	2	0	0	4	0	1	0	2	1	0	0	14	6	0	0	117	12	0	6	0	31	7	0	3	0	2	0	5	0	147	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	3	12	0	9	21	14	1	0	0	3	1	1	2	2	119	26	0	2	0	0	37	0	3	0	0	0	0	6	0	4	1	4	0	0	0	2	0	0	1	0	0	0	1	0	6	0	0	8	0	0	0	0	0	30	0	0	8	0	4	0	0	0	0
346-2-30min	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	127	50	9	0	133	365	73	0	0	0	51	0	201	51	0	0	0	0	0	0	0	2	4	1	0	0	0	308	3	0	0	0	0	0	0	0	22	0	2	0	0	3	0	0	2	0	0	3	1	2	0	0	7	3	0	0	140	3	0	6	0	27	1	0	7	0	10	0	6	0	129	0	1	0	0	0	0	8	3	9	0	0	0	1	0	3	0	11	10	0	10	3	6	1	0	0	3	2	0	3	1	68	30	0	2	0	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	7	0	0	5	0	0	0	0	0	17	0	0	4	0	7	0	0	0	0
346-2-90min	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	128	50	8	0	108	358	54	0	0	0	32	0	224	51	0	0	0	0	0	0	0	1	3	0	0	0	0	226	4	0	0	1	0	1	0	0	20	0	1	0	1	1	2	1	2	0	1	5	2	3	0	0	8	2	3	0	176	0	0	10	0	19	5	0	3	0	9	0	6	0	155	0	8	0	0	0	0	4	3	10	1	0	0	1	0	3	0	18	18	0	7	10	14	1	0	1	0	2	5	5	1	91	21	0	2	1	10	26	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	2	2	26	0	0	7	0	0	0	0	0	16	0	0	0	0	6	0	0	0	0
348-2-120min	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	183	23	37	0	57	343	50	0	54	0	143	0	183	29	0	0	11	0	0	0	0	6	1	0	0	0	0	210	3	0	0	2	0	0	0	0	6	1	2	0	2	1	0	0	2	0	0	0	1	1	0	0	8	0	0	0	132	3	1	4	2	19	14	0	2	0	1	0	5	0	81	0	1	0	0	0	0	0	0	7	0	0	0	0	0	2	0	8	10	0	21	4	9	0	0	0	3	0	1	1	1	127	30	0	2	10	3	19	0	14	0	0	1	0	28	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	24	0	0	21	0	0	0	0	0	14	0	0	25	0	1	0	1	0	0
348-2-30min	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	178	11	35	0	65	412	48	0	26	0	129	0	157	19	0	0	6	0	0	0	0	12	1	2	0	0	0	398	1	0	0	0	0	0	0	0	7	1	5	0	0	7	0	1	6	0	0	0	0	0	0	0	4	0	3	0	49	4	0	4	0	23	13	1	0	0	3	0	2	0	48	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	4	0	18	0	4	0	0	0	3	2	1	1	0	128	27	0	2	8	7	16	0	18	0	0	0	0	26	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	0	18	0	0	0	0	0	15	0	0	20	0	0	0	1	0	0
348-2-90min	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	128	13	38	0	49	394	60	0	40	0	99	0	202	29	0	0	12	0	0	0	0	5	2	0	0	0	0	325	4	0	0	1	0	0	0	0	6	0	1	1	1	2	0	0	5	0	0	0	1	0	0	0	5	0	0	0	92	6	0	4	0	17	16	3	1	0	3	0	2	0	104	0	4	0	0	0	0	0	1	9	0	0	0	0	0	3	2	5	9	0	24	5	1	2	0	0	2	0	3	2	1	122	22	0	1	9	2	15	0	20	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	12	0	0	0	0	0	9	0	0	26	0	0	0	0	0	0
355-2-150min	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	82	74	21	0	85	386	95	0	26	0	40	0	228	6	0	0	2	0	0	0	0	4	5	2	0	0	0	184	1	0	0	1	0	0	0	0	11	0	2	0	5	3	1	0	6	0	3	5	3	0	0	0	27	22	4	0	114	1	0	4	0	29	12	0	5	0	2	0	9	0	164	0	5	0	0	0	0	6	0	8	0	0	0	2	0	2	0	10	25	0	12	52	8	0	0	1	2	5	4	1	1	57	25	0	1	0	7	32	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	29	0	0	5	0	0	0	0	0	23	0	0	7	0	4	0	0	0	0
355-2-30min	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	74	26	18	0	101	390	101	0	31	0	54	0	169	2	0	0	1	0	0	0	0	0	1	1	0	0	0	339	1	0	0	3	0	0	0	0	5	1	3	0	0	0	2	0	1	0	3	6	0	1	0	0	19	11	7	0	104	4	0	4	0	19	17	0	5	0	3	0	4	0	147	1	1	0	0	0	0	8	2	23	1	0	1	0	0	2	0	22	16	0	12	30	6	0	0	2	0	5	0	2	0	92	24	0	1	0	2	41	0	2	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	10	0	0	3	0	0	0	0	0	15	0	0	2	0	7	0	0	0	0
355-2-90min	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	65	50	17	0	82	396	80	0	37	0	42	0	266	5	0	0	0	0	0	0	0	1	2	1	0	0	0	307	2	0	0	0	0	1	0	0	10	0	2	0	0	3	0	0	6	0	2	4	3	1	0	0	24	11	5	0	112	1	0	8	0	20	11	0	1	0	5	0	8	0	144	0	2	0	0	0	0	5	0	6	0	0	0	0	0	0	0	8	13	0	11	27	10	0	0	0	1	5	0	0	2	96	34	0	0	0	2	20	0	1	0	0	0	0	2	0	1	2	0	0	0	0	3	0	0	0	0	0	0	1	0	12	0	0	4	0	0	0	0	0	6	0	0	3	0	11	0	0	0	0
